State,Name,Subname,Stats 55% 100%,HP 55%,HP 100%,ATK 55%,ATK 100%,DEF 55%,DEF 100%,Leader Skill,Passive Skill,Active Skill,Super Attack (12 Ki) Effect,Super Attack (18 Ki) Effect,Links,Categories,Transformation Condition,Release Date,Ki Multiplier,DMG Multiplier
Base,Super Saiyan 2 Vegeta,Indomitable Fighting Spirit,"HP 16,644 19,244 | ATK 18,717 22,117 | DEF 11,060 14,060","16,644","19,244","18,717","22,117","11,060","14,060","""Super Saiyan 2"" or ""Resurrected Warriors"" Category Ki +3 and HP, ATK & DEF +170%","Will for a Serious Fight Ki +2 and ATK & DEF +150% Reduces damage received by 30% Plus an additional ATK boost by up to 120% (the more HP remaining, the greater the ATK boost) and if HP is 50% or more, great chance of launching an additional Super Attack Plus an additional DEF boost by up to 120% (the less HP remaining, the greater the DEF boost) and if HP is 50% or less, guards all attacks Randomly changes Ki Spheres of a certain Type to Rainbow Ki Spheres when there is another ""Majin Buu Saga"" Category ally attacking in the same turn or a ""Majin Buu Saga"" Category enemy Plus an additional damage reduction of 20% with a Rainbow Ki Sphere obtained ATK & DEF +120% when attacking with 3 or more Ki Spheres obtained Receives a boost from Babidi's sorcery when conditions are met",,Raises ATK & DEF for 1 turn and causes immense damage to enemy,,"Saiyan Warrior Race, Super Saiyan, Saiyan Pride, Royal Lineage, Prepared for Battle, Supreme Power, Fierce Battle","Majin Buu Saga, Pure Saiyans, Vegeta's Family, Super Saiyan 2, Power Beyond Super Saiyan, Uncontrollable Power, Corroded Body and Mind, Mastered Evolution, Worthy Rivals, Gifted Warriors, Resurrected Warriors","Receives a boost from Babidi's sorcery when facing only 1 enemy, whose HP is 50% or more, starting from the 3rd turn from the start of battle","Dec 10, 2024",150%,630%
Base,Krillin & Gohan (Youth),Strength Concentrated on the Fists,"HP 10,761 13,361 | ATK 11,128 14,528 | DEF 6,990 9,990","10,761","13,361","11,128","14,528","6,990","9,990","""Movie Heroes"" Category Ki +3 and HP, ATK & DEF +130%","Essence of Focused Attack ATK & DEF +120% Plus an additional ATK & DEF +50% when facing 2 or more enemies Launches an additional attack that has a medium chance of becoming a Super Attack Plus an additional ATK & DEF +100% when performing a Super Attack Plus an additional ATK & DEF +50% and performs a critical hit within character's next attacking turn every time the character attacks 3 times in battle Performs a critical hit with 7 or more Ki Spheres obtained All allies' chance of performing a critical hit +5% per ""Movie Heroes"" Category ally attacking in the same turn (up to 15%)",,"Raises ATK & DEF for 1 turn, causes supreme damage to enemy and lowers ATK",,"Solid Support, Infighter, Shocking Speed, Cold Judgment, Kamehameha, Courage, Fierce Battle","Joined Forces, Movie Heroes, Earth-Bred Fighters, Battle of Wits",[],"Sep 15, 2022",140%,430%
Base,Metal Cooler,Infinite Terror,"HP 19,113 22,513 | ATK 18,210 21,210 | DEF 10,806 13,406","19,113","22,513","18,210","21,210","10,806","13,406","""Wicked Bloodline"" Category Ki +3 and HP, ATK & DEF +200%","Terror of the Revived Cooler Recovers 10% HP at start of turn and if HP is 50% or less, recovers an additional 10% HP Ki +2 and ATK & DEF +130% Plus an additional DEF boost of up to 100% (the more HP remaining, the greater the DEF boost) Plus an additional Ki +1 (up to +4) and ATK & DEF +15% (up to 60%) with each attack received Recovers 10% HP at the end of the turn in which an attack was received and recovers an additional 5% HP when there is another ally whose name includes ""Metal Cooler"" attacking in the same turn Great chance of nullifying Unarmed Super Attacks directed at the character Revives with HP fully recovered when the character is KO'd (once only) Animations: Revive Nullify","Active Skill Life Force Absorption Condition: Can be activated starting from the 5th turn from the start of battle if the character receives an attack 7 or more times in battle, or after the Revival Skill is activated (once only) Greatly raises ATK temporarily, causes ultimate damage to enemy and recovers 30% HP Animation: Ultimate Special","Raises DEF for 1 turn, causes colossal damage to enemy and greatly lowers ATK","Massively raises ATK and raises DEF for 1 turn, causes mega-colossal damage to enemy and massively lowers DEF","Big Bad Bosses, Strongest Clan in Space, Thirst for Conquest, Auto Regeneration, Nightmare, Fierce Battle, Legendary Power","Artificial Life Forms, Wicked Bloodline, Power Absorption, Powerful Comeback, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",[],"Sep 15, 2022",200%,570%
Base,Super Saiyan Goku & Super Saiyan Vegeta,Full-Power Final Showdown,"HP 18,900 21,500 | ATK 18,210 21,210 | DEF 10,488 13,888","18,900","21,500","18,210","21,210","10,488","13,888","""Joined Forces"" or ""Movie Heroes"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Pure Saiyans"" Category",Extraordinary Fighters Ki +3 and ATK & DEF +150% Reduces damage received by 20% Plus an additional Ki +1 per Type Ki Sphere obtained Launches an additional attack that has a high chance of becoming a Super Attack plus an additional damage reduction of 20% for 3 turns from the character's entry turn Plus an additional ATK & DEF +50% and medium chance of performing a critical hit when performing an Ultra Super Attack Receives a morale boost when conditions are met,,Raises ATK & DEF for 1 turn and causes colossal damage to enemy,"Raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and greatly lowers ATK & DEF","Golden Warrior, Super Saiyan, Prepared for Battle, Shocking Speed, The Saiyan Lineage, Fierce Battle, Legendary Power","Pure Saiyans, Super Saiyans, Full Power, Powerful Comeback, Joined Forces, Movie Heroes, All-Out Struggle",Receives a morale boost upon entering next attacking turn after the character performs 3 or more Super Attacks and receives an attack 7 or more times in battle,"Sep 15, 2022",200%,425%
Transformation,Super Saiyan Goku & Super Saiyan Vegeta,Full-Power Final Showdown,"HP 18,900 21,500 | ATK 18,210 21,210 | DEF 10,488 13,888","18,900","21,500","18,210","21,210","10,488","13,888","""Joined Forces"" or ""Movie Heroes"" Category Ki +3 and HP, ATK & DEF +170%, plus an additional HP, ATK & DEF +30% for characters who also belong to the ""Pure Saiyans"" Category",Roused Fighters Ki +2 and ATK & DEF +150% Reduces damage received by 30% Plus an additional Ki +2 per Type Ki Sphere obtained Launches an additional attack that has a great chance of becoming a Super Attack Plus an additional ATK & DEF +50% and medium chance of performing a critical hit when performing an Ultra Super Attack Performs a critical hit when activating the Active Skill or when Ki is 24,Active Skill Power to Make the Impossible Possible Condition: Can be activated when facing only 1 enemy starting from next attacking turn (once only) Causes ultimate damage and stuns the enemy for 1 turn Animation: Ultimate Special Play KO,Raises ATK & DEF for 1 turn and causes colossal damage to enemy,"Raises ATK & DEF for 1 turn, causes mega-colossal damage to enemy and greatly lowers ATK & DEF","Golden Warrior, Super Saiyan, Prepared for Battle, Shocking Speed, The Saiyan Lineage, Fierce Battle, Legendary Power","Pure Saiyans, Super Saiyans, Full Power, Powerful Comeback, Joined Forces, Movie Heroes, All-Out Struggle",,"Sep 15, 2022",200%,570%
Base,Cooler,Restoring Our Clan's Reputation,"HP 11,368 12,928 | ATK 11,796 13,836 | DEF 5,681 7,481","11,368","12,928","11,796","13,836","5,681","7,481","""Terrifying Conquerors"" Category Ki +3 and HP, ATK & DEF +77%; or TEQ Type Ki +3 and HP, ATK & DEF +50%","Glorious Clan ATK +150% and DEF +100% Plus an additional DEF +20% with each Super Attack performed (up to 50%) ""Terrifying Conquerors"" Category allies' Ki +3 and ATK & DEF +30% ""Terrifying Conquerors"" Category allies' chance of performing a critical hit +7% for 3 turns after the character receives an attack 5 or more times in battle (once only)",,"Raises DEF, causes supreme damage to enemy and greatly lowers ATK",,"Strongest Clan in Space, Thirst for Conquest, Cold Judgment, Brutal Beatdown, Metamorphosis, Nightmare, Shattering the Limit","Wicked Bloodline, Transformation Boost, Movie Bosses, Space-Traveling Warriors, Target: Goku, Terrifying Conquerors, Planetary Destruction",[],"Sep 13, 2022",140%,530%
Base,Metal Cooler,Fighter of the Mechanical Planet,"HP 11,159 12,959 | ATK 11,129 13,169 | DEF 6,619 8,179","11,159","12,959","11,129","13,169","6,619","8,179","""Wicked Bloodline"" Category Ki +3 and HP, ATK & DEF +77%; or STR Type Ki +3 and HP, ATK & DEF +50%","Wicked Blow ATK & DEF +150% Plus an additional ATK & DEF +50% when attacking ""Wicked Bloodline"" Category allies' ATK & DEF +30% and chance of performing a critical hit +10% Launches an additional attack that has a high chance of becoming a Super Attack when all allies attacking in the same turn have ""Metal Cooler"" in their names",,Causes supreme damage to enemy and raises Extreme Class allies' ATK & DEF by 30% for 1 turn,,"Auto Regeneration, Fusion, Deficit Boost, Brutal Beatdown, Thirst for Conquest, Strongest Clan in Space, Shattering the Limit","Artificial Life Forms, Wicked Bloodline, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",[],"Sep 13, 2022",140%,500%
Base,Gohan (Kid)/Goku,Courage to Confront Evil,"HP 11,472 13,512 | ATK 11,545 13,345 | DEF 5,941 7,501","11,472","13,512","11,545","13,345","5,941","7,501","""Bond of Parent and Child"" Category Ki +3 and HP, ATK & DEF +77%; or PHY Type Ki +3 and HP, ATK & DEF +50%",Courageous Response ATK & DEF +150% Plus an additional ATK & DEF +30% and great chance of evading enemy's attack (including Super Attack) for 5 turns from the character's entry turn and high chance of evading enemy's attack (including Super Attack) starting from the 6th turn from the character's entry turn Plus an additional ATK & DEF +50% starting from the turn in which the character evades the 3rd attack in battle Target enemy's ATK & DEF -25% for 3 turns after the character evades the 6th attack in battle (once only),"Active Skill Exchange Condition: Can be activated after the character evades 6 or more enemy attacks (including Super Attacks) in battle, or when HP is 59% or less starting from the 5th turn from the start of battle (once only) Exchanges with another character Animation: Play","Raises DEF for 1 turn, causes supreme damage to enemy and seals Super Attack",,"The Saiyan Lineage, Saiyan Warrior Race, All in the Family, Infighter, Solid Support, Gaze of Respect, Shattering the Limit","Hybrid Saiyans, Goku's Family, Youth, Powerful Comeback, Demonic Power, Bond of Parent and Child, Bond of Friendship, Bond of Master and Disciple, Movie Heroes, Earth-Bred Fighters","Can be activated after the character evades 6 or more enemy attacks (including Super Attacks) in battle, or when HP is 59% or less starting from the 5th turn from the start of battle (once only)","Sep 13, 2022",140%,430%
Transformation,Goku,Courage to Confront Evil,"HP 11,472 13,512 | ATK 11,545 13,345 | DEF 5,941 7,501","11,472","13,512","11,545","13,345","5,941","7,501","""Bond of Parent and Child"" Category Ki +3 and HP, ATK & DEF +77%; or PHY Type Ki +3 and HP, ATK & DEF +50%","Senzu Bean from Gohan Recovers 50% HP (once only) ATK & DEF +180% Guards all attacks when HP is 77% or more Stuns the attacked enemy for 1 turn (once only) plus an additional ATK & DEF +59% for 5 turns after receiving an attack Launches an additional attack that has a medium chance of becoming a Super Attack when there is a ""Terrifying Conquerors"" Category enemy",,Raises ATK & DEF for 1 turn and causes supreme damage to enemy,,"The Saiyan Lineage, Saiyan Warrior Race, All in the Family, Infighter, Prepared for Battle, Shocking Speed, Shattering the Limit","Hybrid Saiyans, Goku's Family, Youth, Powerful Comeback, Demonic Power, Bond of Parent and Child, Bond of Friendship, Bond of Master and Disciple, Movie Heroes, Earth-Bred Fighters",,"Sep 13, 2022",140%,530%
Base,Metal Cooler,Fusion with the Big Gete Star,"HP 14,651 17,251 | ATK 15,930 18,930 | DEF 11,528 14,928","14,651","17,251","15,930","18,930","11,528","14,928","""Wicked Bloodline"" Category Ki +4 and HP, ATK & DEF +170%; or Extreme AGL Type Ki +3 and HP, ATK & DEF +120%","Mechanical Planet's Domination Ki +2 and ATK & DEF +150% Plus an additional ATK & DEF +20% with each attack received (up to 100%) Plus an additional Ki +1 and chance of performing a critical hit +20% when there is a Super Class enemy Plus an additional Ki +1 and chance of performing a critical hit +20% when there is a ""Pure Saiyans"" Category enemy Recovers 10% HP at the end of the turn in which an attack was received Core appears when conditions are met",,"Raises ATK for 1 turn, causes immense damage to enemy and lowers ATK & DEF",,"Auto Regeneration, Nightmare, Thirst for Conquest, Strongest Clan in Space, Big Bad Bosses, Transform, Fierce Battle","Artificial Life Forms, Wicked Bloodline, Giant Form, Power Absorption, Corroded Body and Mind, Movie Bosses, Resurrected Warriors, Revenge, Target: Goku, Terrifying Conquerors, Accelerated Battle",,"Sep 9, 2022",150%,630%
Base,Super Saiyan Vegeta,Burning Hot Tenacity,"HP 13,412 16,012 | ATK 13,917 17,317 | DEF 7,172 10,172","13,412","16,012","13,917","17,317","7,172","10,172",TEQ Type ATK +35% per TEQ Ki Sphere obtained,"Nothing is Impossible ATK & DEF +200% and chance of performing a critical hit +20% Plus an additional ATK & DEF +50% and chance of performing a critical hit +20% when there is another ""Movie Heroes"" Category ally attacking in the same turn Ki +2 plus an additional ATK & DEF +50% and chance of performing a critical hit +30% when HP is 80% or less Plus an additional Ki +2, ATK +50% and chance of performing a critical hit +30% when HP is 50% or less",,Greatly raises DEF for 1 turn and causes supreme damage with a high chance of stunning the enemy,,"Golden Warrior, Super Saiyan, Prodigies, Saiyan Pride, Royal Lineage, Prepared for Battle, Fierce Battle","Pure Saiyans, Vegeta's Family, Super Saiyans, Powerful Comeback, Mastered Evolution, Worthy Rivals, Movie Heroes, Gifted Warriors",[],"Sep 9, 2022",140%,530%
Base,Piccolo,A Shot at Victory,"HP 14,525 17,525 | ATK 12,876 16,276 | DEF 7,916 10,516","14,525","17,525","12,876","16,276","7,916","10,516",STR Type ATK +35% per STR Ki Sphere obtained,Sure Win ATK & DEF +200% Randomly changes Ki Spheres of a certain Type (STR excluded) to STR Ki Spheres Plus an additional ATK & DEF +20% per Ki Sphere obtained Ki +2 plus an additional ATK & DEF +50% and chance of performing a critical hit +20% when facing only 1 enemy Performs a critical hit (once only) and Ki +6 when facing 2 or more enemies,,Raises DEF for 1 turn and causes supreme damage to all enemies with a medium chance of stunning them,,"Z Fighters, Experienced Fighters, Prodigies, Namekians, Brainiacs, Gaze of Respect, Fierce Battle","Namekians, Fused Fighters, Demonic Power, Worthy Rivals, Bond of Master and Disciple, Movie Heroes, Earth-Bred Fighters, Gifted Warriors, Battle of Wits",[],"Sep 9, 2022",140%,530%
Base,Goku,Pinnacle of Fury,"HP 18,516 21,516 | ATK 17,230 20,630 | DEF 10,980 13,580","18,516","21,516","17,230","20,630","10,980","13,580","""Super Saiyans"" or ""Planet Namek Saga"" Category Ki +3 and HP, ATK & DEF +170%",Pulsing Strength Ki +2 and ATK & DEF +150% ATK & DEF +30% with each attack received (up to 59%) Transforms when conditions are met,,Causes immense damage to enemy and raises allies' ATK & DEF by 30% for 1 turn,,"Z Fighters, All in the Family, Saiyan Warrior Race, The Saiyan Lineage, Shocking Speed, Prepared for Battle, Fierce Battle","Planet Namek Saga, Pure Saiyans, Goku's Family, Super Saiyans, Transformation Boost, Kamehameha, Powerful Comeback, Power of Wishes, Miraculous Awakening, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Legendary Existence, Saviors, Exploding Rage, Connected Hope, Entrusted Will, Battle of Fate",Transforms when HP is 77% or less starting from the 3rd turn from the start of battle,"Sep 2, 2022",150%,600%
Transformation,Super Saiyan Goku,Pinnacle of Fury,"HP 18,516 21,516 | ATK 17,230 20,630 | DEF 10,980 13,580","18,516","21,516","17,230","20,630","10,980","13,580","""Super Saiyans"" or ""Planet Namek Saga"" Category Ki +3 and HP, ATK & DEF +170%",Transformed At Last! Ki +3 and ATK & DEF +180% Plus an additional DEF +59% when HP is 77% or less Plus an additional ATK +59% for the rest of battle after receiving an attack Medium chance of guarding all attacks Guard activated against all attacks and high chance of performing a critical hit for 4 turns when guard is activated,Active Skill Rage Condition: Can be activated when HP is 50% or less starting from the 5th turn from the start of battle (once only) Rages Animation: Play,"Raises DEF, causes immense damage to enemy and lowers ATK & DEF",,"Z Fighters, Super Saiyan, Saiyan Warrior Race, Golden Warrior, Shocking Speed, Prepared for Battle, Fierce Battle","Planet Namek Saga, Pure Saiyans, Goku's Family, Super Saiyans, Transformation Boost, Kamehameha, Powerful Comeback, Power of Wishes, Miraculous Awakening, Final Trump Card, Bond of Parent and Child, Bond of Friendship, Turtle School, Earth-Bred Fighters, Legendary Existence, Saviors, Exploding Rage, Connected Hope, Entrusted Will, Battle of Fate",,"Sep 2, 2022",150%,505%
Base,Frieza (Full Power),Last-Ditch Attack,"HP 16,563 19,563 | ATK 18,550 21,950 | DEF 11,656 14,256","16,563","19,563","18,550","21,950","11,656","14,256","""Full Power"" Category Ki +4 and HP, ATK & DEF +150%; or Extreme STR Type Ki +4 and HP, ATK & DEF +100%",Rising Rage Ki +4 and ATK & DEF +120% Plus an additional DEF +40% when performing a Super Attack and attacks effective against all Types if it is an Ultra Super Attack Plus an additional Ki +2 and ATK +40% when HP is 80% or less Plus an additional Ki +2 and ATK +40% when HP is 60% or less Performs a critical hit when HP is 40% or less Disables the attacked enemy's action once within the turn if HP is 40% or less when attacking (once only),,Raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy while sacrificing 5% HP,Greatly raises ATK & DEF for 1 turn and causes mega-colossal damage to enemy,"Prodigies, Universe’s Most Malevolent, Strongest Clan in Space, Big Bad Bosses, Over in a Flash, Fierce Battle, Legendary Power","Planet Namek Saga, Wicked Bloodline, Transformation Boost, Full Power, Final Trump Card, Sworn Enemies, Gifted Warriors, Space-Traveling Warriors, Terrifying Conquerors, Inhuman Deeds, Planetary Destruction, Battle of Fate",[],"Sep 2, 2022",200%,620%
Base,Cooler (Final Form),Heinous Attack,"HP 14,551 17,151 | ATK 12,678 16,078 | DEF 8,107 11,107","14,551","17,151","12,678","16,078","8,107","11,107","AGL, TEQ & PHY Types Ki +3 and HP, ATK & DEF +80%","Declaration of Omnipotence Ki +2 and ATK & DEF +150% Launches an additional attack that has a medium chance of becoming a Super Attack Great chance of performing a critical hit when the target enemy is stunned Plus an additional ATK & DEF +20% with each Super Attack performed (up to 50%) Stuns the attacked enemy (once only) when there is an enemy whose name includes ""Goku"" (Youth, Captain Ginyu, Jr., etc. excluded)",,Raises ATK & DEF for 1 turn and causes supreme damage with a medium chance of stunning the enemy,,"Strongest Clan in Space, Thirst for Conquest, Big Bad Bosses, Brutal Beatdown, Metamorphosis, Universe’s Most Malevolent, Fierce Battle","Wicked Bloodline, Transformation Boost, Final Trump Card, Movie Bosses, Space-Traveling Warriors, Target: Goku, Terrifying Conquerors, Planetary Destruction",[],"Sep 2, 2022",145%,530%
